id,feeder_id,batch_id,pool_id,ts_utc,ts_local,feed_amount_g,run_time_s,status,leftover_estimate_g,notes,checksum,created_at,updated_at
52,997041478,2,4,2025-12-05 04:16:40.373,2025-12-05 13:16:40.373,,,ok,,状态查询 - AI,e9c87a68ba6c35450bcd84ef6d379591,2025-12-05 12:16:40,2025-12-05 12:16:40
53,997041478,2,4,2025-12-05 04:26:52.383,2025-12-05 13:26:52.383,,,ok,,状态查询 - AI,1d06bb7088741ddddf0c93050ea54d68,2025-12-05 12:26:52,2025-12-05 12:26:52
54,997041478,2,4,2025-12-05 04:36:40.795,2025-12-05 13:36:40.795,,,ok,,状态查询 - AI,ad7fdf32cefcf38fcb5a7848862d167e,2025-12-05 12:36:40,2025-12-05 12:36:40
55,997041478,2,4,2025-12-05 04:46:40.992,2025-12-05 13:46:40.992,,,ok,,状态查询 - AI,33f03f8b9e32a478848f90bd1b2fd609,2025-12-05 12:46:41,2025-12-05 12:46:41
56,997041478,2,4,2025-12-05 04:56:41.322,2025-12-05 13:56:41.322,,,ok,,状态查询 - AI,1b977b8a45a374cebab0387dea8321ea,2025-12-05 12:56:41,2025-12-05 12:56:41
57,997041478,2,4,2025-12-05 05:06:41.482,2025-12-05 14:06:41.482,,,ok,,状态查询 - AI,ed5594684ecf9eef67ec31acff542e4f,2025-12-05 13:06:41,2025-12-05 13:06:41
58,997041478,2,4,2025-12-05 05:16:41.733,2025-12-05 14:16:41.733,,,ok,,状态查询 - AI,795abf6d3ac290aa979132f842bdf882,2025-12-05 13:16:41,2025-12-05 13:16:41
59,997041478,2,4,2025-12-05 05:26:41.930,2025-12-05 14:26:41.930,,,ok,,状态查询 - AI,d02b9390b7ced106f6d80a7ff3214405,2025-12-05 13:26:42,2025-12-05 13:26:42
60,997041478,2,4,2025-12-05 05:36:42.368,2025-12-05 14:36:42.368,,,ok,,状态查询 - AI,c2fc5496de086f79340bec72cb1c0975,2025-12-05 13:36:42,2025-12-05 13:36:42
61,997041478,2,4,2025-12-05 05:46:42.559,2025-12-05 14:46:42.559,,,ok,,状态查询 - AI,a9ac19d30c226b33a037c2f3088a150b,2025-12-05 13:46:42,2025-12-05 13:46:42
62,997041478,2,4,2025-12-05 05:56:42.600,2025-12-05 14:56:42.600,,,ok,,状态查询 - AI,78ff2ba15fd793995e503a59ac4f3706,2025-12-05 13:56:42,2025-12-05 13:56:42
63,997041478,2,4,2025-12-05 06:06:42.821,2025-12-05 15:06:42.821,,,ok,,状态查询 - AI,dfd010acc1a3b855f9190f7c3e22e79d,2025-12-05 14:06:43,2025-12-05 14:06:43
64,997041478,2,4,2025-12-05 06:16:43.422,2025-12-05 15:16:43.422,,,ok,,状态查询 - AI,2f742f75bd9da19f5877860fae581423,2025-12-05 14:16:43,2025-12-05 14:16:43
65,997041478,2,4,2025-12-05 06:26:45.451,2025-12-05 15:26:45.451,,,ok,,状态查询 - AI,9778a56ca8428d4848d5b0d7949f9dbd,2025-12-05 14:26:45,2025-12-05 14:26:45
66,997041478,2,4,2025-12-05 06:36:43.574,2025-12-05 15:36:43.574,,,ok,,状态查询 - AI,f63c1151b82376a09b3dcda596bab7aa,2025-12-05 14:36:43,2025-12-05 14:36:43
67,997041478,2,4,2025-12-05 06:46:44.050,2025-12-05 15:46:44.050,,,ok,,状态查询 - AI,36edcf723012496ca7296f8b1b832b07,2025-12-05 14:46:44,2025-12-05 14:46:44
68,997041478,2,4,2025-12-05 06:56:44.649,2025-12-05 15:56:44.649,,,ok,,状态查询 - AI,fd7b9b03757a339497d806e98e4adb10,2025-12-05 14:56:44,2025-12-05 14:56:44
69,997041478,2,4,2025-12-05 07:00:45.714,2025-12-05 16:00:45.714,34.000,60,ok,,定时投喂 2 份,04a1fac40ee30207f19f005ab71b2d08,2025-12-05 15:00:45,2025-12-05 15:00:45
70,997041478,2,4,2025-12-05 07:06:45.110,2025-12-05 16:06:45.110,,,ok,,状态查询 - AI,3c4b11481434e4a551a288c4f3caa9bb,2025-12-05 15:06:45,2025-12-05 15:06:45
71,997041478,2,4,2025-12-05 07:16:58.560,2025-12-05 16:16:58.560,,,ok,,状态查询 - AI,7bdec86529062013b823ff52736e043b,2025-12-05 15:16:58,2025-12-05 15:16:58
72,997041478,2,4,2025-12-05 07:26:45.977,2025-12-05 16:26:45.977,,,ok,,状态查询 - AI,0f6d6387dd6978e9f6cc332fc8b1c897,2025-12-05 15:26:46,2025-12-05 15:26:46
73,394387708,2,4,2025-12-05 08:46:49.865,2025-12-05 17:46:49.865,,,ok,,状态查询 - AI,b88a572bf72b2de7d1509ee77ab2309e,2025-12-05 16:46:50,2025-12-05 16:46:50
74,255430451,2,4,2025-12-05 08:56:50.289,2025-12-05 17:56:50.289,,,ok,,状态查询 - AI,8e14194ca9dd0a740416c8fb04cb8642,2025-12-05 16:56:50,2025-12-05 16:56:50
75,255430451,2,4,2025-12-05 09:06:50.737,2025-12-05 18:06:50.737,,,ok,,状态查询 - AI,dc96307c601b00d51b64c1bf43336efb,2025-12-05 17:06:50,2025-12-05 17:06:50
76,255430451,2,4,2025-12-05 09:17:09.638,2025-12-05 18:17:09.638,,,ok,,状态查询 - AI,c92ffb9c03c005f3bde927c8fb262495,2025-12-05 17:17:09,2025-12-05 17:17:09
77,255430451,2,4,2025-12-05 09:27:09.569,2025-12-05 18:27:09.569,,,ok,,状态查询 - AI,c4bf82e457f131bae2620927f09214e9,2025-12-05 17:27:09,2025-12-05 17:27:09
78,753313134,2,4,2025-12-05 09:34:13.097,2025-12-05 18:34:13.097,,,ok,,状态查询 - AI,5ae01060a983ea868d99af45d4586237,2025-12-05 17:34:13,2025-12-05 17:34:13
79,753313134,2,4,2025-12-05 09:44:13.343,2025-12-05 18:44:13.343,,,ok,,状态查询 - AI,bf23eefad70d05117ec8bc55bde2a6c4,2025-12-05 17:44:13,2025-12-05 17:44:13
80,500477854,2,4,2025-12-05 09:46:40.364,2025-12-05 18:46:40.364,,,ok,,状态查询 - AI,4e41d924c000ef5a7618975a10dcffd8,2025-12-05 17:46:40,2025-12-05 17:46:40
81,17908605,2,4,2025-12-05 10:42:41.203,2025-12-05 19:42:41.203,,,ok,,状态查询 - AI,6dc2632ac4a796f8f1e1d0c46f417942,2025-12-05 18:42:41,2025-12-05 18:42:41
82,311150980,2,4,2025-12-08 02:07:56.998,2025-12-08 11:07:56.998,,,ok,,状态查询 - AI,99d6b9f6e18b38bae29abe584ca05fee,2025-12-08 10:07:58,2025-12-08 10:07:58
83,311150980,2,4,2025-12-08 02:17:05.532,2025-12-08 11:17:05.532,,,ok,,状态查询 - AI,f18d98abcd309a4baea31265bd82e44a,2025-12-08 10:17:05,2025-12-08 10:17:05
84,311150980,2,4,2025-12-08 02:27:06.235,2025-12-08 11:27:06.235,,,ok,,状态查询 - AI,0b28d9bf53ba00cdf94b24c7afaf8096,2025-12-08 10:27:06,2025-12-08 10:27:06
85,311150980,2,4,2025-12-08 02:37:06.773,2025-12-08 11:37:06.773,,,ok,,状态查询 - AI,c5c10ffde2a08bedf9221b53fc9df914,2025-12-08 10:37:07,2025-12-08 10:37:07
86,311150980,2,4,2025-12-08 02:47:07.041,2025-12-08 11:47:07.041,,,ok,,状态查询 - AI,fb55b2db9203080ad470498f39451604,2025-12-08 10:47:07,2025-12-08 10:47:07
87,311150980,2,4,2025-12-08 02:57:08.450,2025-12-08 11:57:08.450,,,ok,,状态查询 - AI,f594f95a001e53372685429774ac70b1,2025-12-08 10:57:08,2025-12-08 10:57:08
88,311150980,2,4,2025-12-08 03:07:08.106,2025-12-08 12:07:08.106,,,ok,,状态查询 - AI,9b3532e28f5da25191a084ecffa2f98a,2025-12-08 11:07:08,2025-12-08 11:07:08
89,311150980,2,4,2025-12-08 03:17:08.688,2025-12-08 12:17:08.688,,,ok,,状态查询 - AI,b936f1ed7094964865b15e66416e67c1,2025-12-08 11:17:09,2025-12-08 11:17:09
90,311150980,2,4,2025-12-08 03:27:09.310,2025-12-08 12:27:09.310,,,ok,,状态查询 - AI,7e46d4dc1f81e8a8a3832cba7d9628d2,2025-12-08 11:27:09,2025-12-08 11:27:09
91,311150980,2,4,2025-12-08 03:37:09.633,2025-12-08 12:37:09.633,,,ok,,状态查询 - AI,8ae3355a5bc98f96757cf1f16899ad15,2025-12-08 11:37:10,2025-12-08 11:37:10
92,311150980,2,4,2025-12-08 03:47:10.328,2025-12-08 12:47:10.328,,,ok,,状态查询 - AI,1e5e8cb2a356321086029332382c1a07,2025-12-08 11:47:10,2025-12-08 11:47:10
93,311150980,2,4,2025-12-08 03:57:10.761,2025-12-08 12:57:10.761,,,ok,,状态查询 - AI,a8579d2c26be11bb8add21e11e6675b0,2025-12-08 11:57:11,2025-12-08 11:57:11
94,311150980,2,4,2025-12-08 04:07:16.638,2025-12-08 13:07:16.638,,,ok,,状态查询 - AI,b273c53e37238432514b67ac4cb381ba,2025-12-08 12:07:17,2025-12-08 12:07:17
95,311150980,2,4,2025-12-08 04:17:11.861,2025-12-08 13:17:11.861,,,ok,,状态查询 - AI,7beeb6b45d6d2c7e253491ec7fedc55a,2025-12-08 12:17:12,2025-12-08 12:17:12
96,311150980,2,4,2025-12-08 04:27:12.360,2025-12-08 13:27:12.360,,,ok,,状态查询 - AI,5991356099ffe7bb05d777e7dad1273d,2025-12-08 12:27:12,2025-12-08 12:27:12
97,311150980,2,4,2025-12-08 04:37:12.899,2025-12-08 13:37:12.899,,,ok,,状态查询 - AI,cebcc7f2b1097a228bcc6c48321c98e4,2025-12-08 12:37:13,2025-12-08 12:37:13
98,311150980,2,4,2025-12-08 04:47:13.589,2025-12-08 13:47:13.589,,,ok,,状态查询 - AI,c68f02c25a8e9d269e9b68327d8b5d87,2025-12-08 12:47:14,2025-12-08 12:47:14
99,311150980,2,4,2025-12-08 04:57:14.643,2025-12-08 13:57:14.643,,,ok,,状态查询 - AI,fb81a23e7d72ec88c332b9b4040ffa2e,2025-12-08 12:57:15,2025-12-08 12:57:15
100,311150980,2,4,2025-12-08 05:07:14.884,2025-12-08 14:07:14.884,,,ok,,状态查询 - AI,268f62ac024295a85bd36339b0143ef0,2025-12-08 13:07:15,2025-12-08 13:07:15
101,311150980,2,4,2025-12-08 05:17:17.916,2025-12-08 14:17:17.916,,,ok,,状态查询 - AI,8602524ae9b0c222cd437abc2a568d53,2025-12-08 13:17:18,2025-12-08 13:17:18
102,311150980,2,4,2025-12-08 05:27:15.969,2025-12-08 14:27:15.969,,,ok,,状态查询 - AI,d6fe589b7952e5382d1b3125c21b256b,2025-12-08 13:27:16,2025-12-08 13:27:16
103,311150980,2,4,2025-12-08 05:37:16.476,2025-12-08 14:37:16.476,,,ok,,状态查询 - AI,f62ac6828c85a3da404f1cce4a48a332,2025-12-08 13:37:17,2025-12-08 13:37:17
104,311150980,2,4,2025-12-08 05:47:17.582,2025-12-08 14:47:17.582,,,ok,,状态查询 - AI,948a0f3eaaf1ef36179a9dddc843df3e,2025-12-08 13:47:18,2025-12-08 13:47:18
105,311150980,2,4,2025-12-08 05:57:17.620,2025-12-08 14:57:17.620,,,ok,,状态查询 - AI,487b29eb3c5cd284f485c62b99131a4e,2025-12-08 13:57:18,2025-12-08 13:57:18
106,311150980,2,4,2025-12-08 06:07:18.097,2025-12-08 15:07:18.097,,,ok,,状态查询 - AI,e3f1606c7e6304a51ae3b62506b70bd9,2025-12-08 14:07:18,2025-12-08 14:07:18
107,311150980,2,4,2025-12-08 06:17:18.731,2025-12-08 15:17:18.731,,,ok,,状态查询 - AI,bd4041370da5c32f01119204a0230900,2025-12-08 14:17:19,2025-12-08 14:17:19
108,311150980,2,4,2025-12-08 06:27:19.251,2025-12-08 15:27:19.251,,,ok,,状态查询 - AI,35ae7764a04e65ec52aae53880d803b9,2025-12-08 14:27:19,2025-12-08 14:27:19
109,311150980,2,4,2025-12-08 06:37:20.432,2025-12-08 15:37:20.432,,,ok,,状态查询 - AI,e41f2834902fd203088cd889356c5473,2025-12-08 14:37:21,2025-12-08 14:37:21
110,311150980,2,4,2025-12-08 06:47:20.309,2025-12-08 15:47:20.309,,,ok,,状态查询 - AI,5a8ec0e099c9042c728861b747f370e8,2025-12-08 14:47:20,2025-12-08 14:47:20
111,311150980,2,4,2025-12-08 06:57:20.733,2025-12-08 15:57:20.733,,,ok,,状态查询 - AI,5ae2ec35af675d35a848632b9b198052,2025-12-08 14:57:21,2025-12-08 14:57:21
112,311150980,2,4,2025-12-08 07:00:32.806,2025-12-08 16:00:32.806,34.000,60,ok,,定时投喂 2 份,df16fd1bb0141d13eff3c5ae16c36bb5,2025-12-08 15:00:33,2025-12-08 15:00:33
113,311150980,2,4,2025-12-08 07:07:21.237,2025-12-08 16:07:21.237,,,ok,,状态查询 - AI,4e7a93eca2aed59044a2fd7a045fd41d,2025-12-08 15:07:21,2025-12-08 15:07:21
114,311150980,2,4,2025-12-08 07:17:21.551,2025-12-08 16:17:21.551,,,ok,,状态查询 - AI,c9141533b2ec9345ece8220a35b58970,2025-12-08 15:17:22,2025-12-08 15:17:22
115,311150980,2,4,2025-12-08 07:27:22.224,2025-12-08 16:27:22.224,,,ok,,状态查询 - AI,b2dc4e377b7dcc9096e212e29b7e15dc,2025-12-08 15:27:22,2025-12-08 15:27:22
116,801515578,2,4,2025-12-08 10:18:05.430,2025-12-08 19:18:05.430,,,ok,,状态查询 - AI,be8945014f2781425a311f7079b6cd85,2025-12-08 18:18:06,2025-12-08 18:18:06
117,801515578,2,4,2025-12-08 10:18:53.158,2025-12-08 19:18:53.158,,,ok,,状态查询 - AI,3d1f2891baba2d03d52184c8908e60c4,2025-12-08 18:18:53,2025-12-08 18:18:53
118,801515578,2,4,2025-12-08 10:28:53.324,2025-12-08 19:28:53.324,,,ok,,状态查询 - AI,02e9ffda064a5dcad9812401c11006ab,2025-12-08 18:28:53,2025-12-08 18:28:53
119,801515578,2,4,2025-12-08 10:38:53.707,2025-12-08 19:38:53.707,,,ok,,状态查询 - AI,f413058af1b9fdd90edb30ad5623e5b3,2025-12-08 18:38:54,2025-12-08 18:38:54
120,801515578,2,4,2025-12-08 10:48:54.144,2025-12-08 19:48:54.144,,,ok,,状态查询 - AI,6461090aeb1364424df817a58d6a5d57,2025-12-08 18:48:54,2025-12-08 18:48:54
121,801515578,2,4,2025-12-08 10:58:54.531,2025-12-08 19:58:54.531,,,ok,,状态查询 - AI,ddb1565043b20d74d476da61b727020a,2025-12-08 18:58:55,2025-12-08 18:58:55
122,801515578,2,4,2025-12-08 11:08:54.931,2025-12-08 20:08:54.931,,,ok,,状态查询 - AI,b5d5138468111d84000efb139d6ffed3,2025-12-08 19:08:55,2025-12-08 19:08:55
123,801515578,2,4,2025-12-08 11:18:54.303,2025-12-08 20:18:54.303,,,ok,,状态查询 - AI,1571dfb650f839d6d9294ec85b519cf9,2025-12-08 19:18:54,2025-12-08 19:18:54
124,801515578,2,4,2025-12-08 11:28:54.547,2025-12-08 20:28:54.547,,,ok,,状态查询 - AI,0d194a0d3afd5217ba63d4e5dae71aef,2025-12-08 19:28:55,2025-12-08 19:28:55
125,801515578,2,4,2025-12-08 11:38:54.746,2025-12-08 20:38:54.746,,,ok,,状态查询 - AI,829656a8b216c71ff4b50307e6fc5674,2025-12-08 19:38:55,2025-12-08 19:38:55
126,801515578,2,4,2025-12-08 11:48:55.239,2025-12-08 20:48:55.239,,,ok,,状态查询 - AI,252b105aff993da85978ffe9dc24bea7,2025-12-08 19:48:55,2025-12-08 19:48:55
127,801515578,2,4,2025-12-08 11:58:55.491,2025-12-08 20:58:55.491,,,ok,,状态查询 - AI,47f812ad0d40a22fa286c0e9d9ce2fd8,2025-12-08 19:58:56,2025-12-08 19:58:56
128,801515578,2,4,2025-12-08 12:08:55.360,2025-12-08 21:08:55.360,,,ok,,状态查询 - AI,0698a1b40f88b4c86cf9a537f904f5b3,2025-12-08 20:08:56,2025-12-08 20:08:56
129,801515578,2,4,2025-12-08 12:18:55.503,2025-12-08 21:18:55.503,,,ok,,状态查询 - AI,c9cc324600c21b8f07885a2b1a65d2a3,2025-12-08 20:18:56,2025-12-08 20:18:56
130,801515578,2,4,2025-12-08 12:28:56.068,2025-12-08 21:28:56.068,,,ok,,状态查询 - AI,b5c35d0d6b17a88a463b95d5468db410,2025-12-08 20:28:56,2025-12-08 20:28:56
131,801515578,2,4,2025-12-08 12:38:56.385,2025-12-08 21:38:56.385,,,ok,,状态查询 - AI,06f0326eaabcfe40631bceca1598490d,2025-12-08 20:38:57,2025-12-08 20:38:57
132,801515578,2,4,2025-12-08 12:48:56.115,2025-12-08 21:48:56.115,,,ok,,状态查询 - AI,9abd2dda1ed91dd88164011e861404af,2025-12-08 20:48:56,2025-12-08 20:48:56
133,801515578,2,4,2025-12-08 12:58:56.540,2025-12-08 21:58:56.540,,,ok,,状态查询 - AI,d92f15d1b8f144ee2be7b2be518d78b4,2025-12-08 20:58:57,2025-12-08 20:58:57
134,801515578,2,4,2025-12-08 13:00:57.004,2025-12-08 22:00:57.004,68.000,120,ok,,定时投喂 4 份,33d1ce637175b0aed965651427948faa,2025-12-08 21:00:57,2025-12-08 21:00:57
135,801515578,2,4,2025-12-08 13:08:56.738,2025-12-08 22:08:56.738,,,ok,,状态查询 - AI,f8fe90decac94f4ea639d1dbc7dd0be5,2025-12-08 21:08:57,2025-12-08 21:08:57
136,801515578,2,4,2025-12-08 13:18:57.327,2025-12-08 22:18:57.327,,,ok,,状态查询 - AI,01a37800aa7090fe3f482b56c98a9bc1,2025-12-08 21:18:57,2025-12-08 21:18:57
137,801515578,2,4,2025-12-08 13:28:57.195,2025-12-08 22:28:57.195,,,ok,,状态查询 - AI,7d88c4e1195e9e32959b1774c3625bef,2025-12-08 21:28:57,2025-12-08 21:28:57
138,801515578,2,4,2025-12-08 13:38:57.442,2025-12-08 22:38:57.442,,,ok,,状态查询 - AI,74a5dc56425f3a748cca350faa9e59ee,2025-12-08 21:38:58,2025-12-08 21:38:58
139,801515578,2,4,2025-12-08 13:48:57.659,2025-12-08 22:48:57.659,,,ok,,状态查询 - AI,3f0840de9d364f2e9247f30798f5bd31,2025-12-08 21:48:58,2025-12-08 21:48:58
140,801515578,2,4,2025-12-08 13:58:57.898,2025-12-08 22:58:57.898,,,ok,,状态查询 - AI,bfb3672cf4c9ec7a4eac23589efaec6b,2025-12-08 21:58:58,2025-12-08 21:58:58
141,53346142,2,4,2025-12-08 15:39:34.815,2025-12-09 00:39:34.815,,,ok,,状态查询 - AI,170dce1640574ae76697cf5b4a9aab90,2025-12-08 23:39:41,2025-12-08 23:39:41
142,53346142,2,4,2025-12-08 15:49:00.728,2025-12-09 00:49:00.728,,,ok,,状态查询 - AI,0dfb1ebe8f88ccf306c0cd8e7b990681,2025-12-08 23:49:01,2025-12-08 23:49:01
143,53346142,2,4,2025-12-08 15:59:00.988,2025-12-09 00:59:00.988,,,ok,,状态查询 - AI,92a31292a71824b4005535cce718305a,2025-12-08 23:59:02,2025-12-08 23:59:02
144,53346142,2,4,2025-12-08 16:09:01.143,2025-12-09 01:09:01.143,,,ok,,状态查询 - AI,175e4153e782b9535a9d7af6d45f81cd,2025-12-09 00:09:01,2025-12-09 00:09:01
145,53346142,2,4,2025-12-08 16:19:01.845,2025-12-09 01:19:01.845,,,ok,,状态查询 - AI,e521bbe320320f5625161b27f387bf8c,2025-12-09 00:19:02,2025-12-09 00:19:02
146,895883198,2,4,2025-12-08 16:29:02.013,2025-12-09 01:29:02.013,,,ok,,状态查询 - AI,921aabea2cee13fe623fda6df04cfd6b,2025-12-09 00:29:02,2025-12-09 00:29:02
147,895883198,2,4,2025-12-08 16:39:02.854,2025-12-09 01:39:02.854,,,ok,,状态查询 - AI,3eb6d5fa4f1324d629590cbcc2c02782,2025-12-09 00:39:03,2025-12-09 00:39:03
148,895883198,2,4,2025-12-08 16:49:01.901,2025-12-09 01:49:01.901,,,ok,,状态查询 - AI,fabfb40e7424fa3044c0dd25e8bf78a6,2025-12-09 00:49:02,2025-12-09 00:49:02
149,895883198,2,4,2025-12-08 16:59:02.379,2025-12-09 01:59:02.379,,,ok,,状态查询 - AI,7a4c6a2dd1084726fae1976dcd5d7fe0,2025-12-09 00:59:03,2025-12-09 00:59:03
150,895883198,2,4,2025-12-08 17:09:02.369,2025-12-09 02:09:02.369,,,ok,,状态查询 - AI,fc5ac9fc7a458bdb309567ec6c47dbdc,2025-12-09 01:09:03,2025-12-09 01:09:03
151,895883198,2,4,2025-12-08 17:19:02.793,2025-12-09 02:19:02.793,,,ok,,状态查询 - AI,d717148a232872806339e4ee15798a74,2025-12-09 01:19:03,2025-12-09 01:19:03
152,712077217,2,4,2025-12-08 17:29:02.601,2025-12-09 02:29:02.601,,,ok,,状态查询 - AI,aeb58f0b128fd177487a3a3377794193,2025-12-09 01:29:03,2025-12-09 01:29:03
153,235183619,2,4,2025-12-08 17:39:02.709,2025-12-09 02:39:02.709,,,ok,,状态查询 - AI,33acf763f006bac9d509dcc381f1855b,2025-12-09 01:39:03,2025-12-09 01:39:03
154,235183619,2,4,2025-12-08 17:49:03.404,2025-12-09 02:49:03.404,,,ok,,状态查询 - AI,005c7b120da540c6126820e3857965d2,2025-12-09 01:49:04,2025-12-09 01:49:04
155,235183619,2,4,2025-12-08 17:59:03.218,2025-12-09 02:59:03.218,,,ok,,状态查询 - AI,951c5c10352f1720aa7811708b75c771,2025-12-09 01:59:03,2025-12-09 01:59:03
156,235183619,2,4,2025-12-08 18:09:03.474,2025-12-09 03:09:03.474,,,ok,,状态查询 - AI,7277c85033fcd2c0611e67682fc6f486,2025-12-09 02:09:04,2025-12-09 02:09:04
157,235183619,2,4,2025-12-08 18:19:03.964,2025-12-09 03:19:03.964,,,ok,,状态查询 - AI,9f7cc70dcc74a7f12770b1390d21a4eb,2025-12-09 02:19:04,2025-12-09 02:19:04
158,235183619,2,4,2025-12-08 18:29:03.754,2025-12-09 03:29:03.754,,,ok,,状态查询 - AI,06097e325d6899811c6303bcf99951b1,2025-12-09 02:29:04,2025-12-09 02:29:04
